Código;Produto;Valor Unitário
INS-AUT-000216;FLEX I/O OUTPUT MOD.24VDC,8 OUT PROTECT.;0
INS-AUT-000217;MODULE OUTPUT, FLEX I/O-XT, 8 OUTPUTS;0
INS-AUT-000218;MODULE OUTPUT ANALOG, 12 SINGLE-ENDED;0
INS-AUT-000219;FLEX I/O ANALOG OUTPUT MOD.4 OUTPUTS;0
INS-AUT-000220;MODULE HART ANALOG OUTPUT 8 SINGLE-ENDED;0
INS-AUT-000221;FLEX I/O ANALOG OUTPUT MOD.4 ISOL. OUT;0
INS-AUT-000222;MODULE OUTPUT ANALOG FLEX I/O-XT, 16 BIT;0
INS-AUT-000223;MODULE RELAY CONTACT OUTPUT, 8 POINT;0
INS-AUT-000224;POWER SUPPLY, 85-264V AC TO 24V DC 1.3A;0
INS-AUT-000225;FLEX I/O POWER SUPPLY 120/230VAC/3A@24V;0
INS-AUT-000226;TERMINAL BASE, 2-WIRE, CAGE CLAMP;0
INS-AUT-000227;TERMINAL BASE, 3-WIRE, CAGE CLAMP;0
INS-AUT-000228;TERMINAL BASE F/32 POINT, CAGE CLAMP;0
INS-AUT-000229;TERMINAL BASE F/32 POINT, SPRING CLAMP;0
INS-AUT-000230;TERMINAL BASE FOR ANAL & DIGITAL, 37 PIN;0
INS-AUT-000231;TERMINAL BASE, 3-WIRE GROUNDED, SCREW;0
INS-AUT-000232;TERMINAL BASE, 3-WIRE GROUNDED, SPRING;0
INS-AUT-000233;TERMINAL BASE, 3-WIRE, SPRING CLAMP;0
INS-AUT-000234;TERMINAL BASE 3-WIRE SPRING CLAMP COATED;0
INS-AUT-000235;TERMINAL BASE FOR 32 PTS 62 PIN D-SHELL;0
INS-AUT-000236;TERMINAL BASE, NEMA, SCREW CLAMP;0
INS-AUT-000237;TERMINAL BASE, FUSED NEMA, SCREW CLAMP;0
INS-AUT-000238;POWERFLEX 750-SERIES 20-COMM CARRIER KIT;0
INS-AUT-000239;POWERFLEX 750-24V I/O MODULE;0
INS-AUT-000240;ADAPTER SMC/POWERFLEX 7-CLASS DUAL-PORT;0
INS-AUT-000241;POWERFLEX ARCHITECTURE CLASS HIM, LCD;0
INS-AUT-000242;POWERFLEX ARCHITECTURE CLASS HIM, NEMA 1;0
INS-AUT-000243;CABLE RS-232 OPERATING/PROGRAMMING;0
INS-AUT-000244;PANELVIEW PLUS 6 TERM. 2711, MODEL 1000;0
INS-AUT-000245;PANELVIEW PLUS 6 TERM. 2711, MODEL 600;0
INS-AUT-000246;"PANELVIEW PLUS DISPLAY KEYPAD/TOUCH, 15""";0
INS-AUT-000247;MODULE CONTROLNET COMMUNICATION;0
INS-AUT-000248;MODULE COMMUNICATION DH+/DH-485/REMOTE;0
INS-AUT-000249;PANELVIEW PLUS 6 LOGIC MODULE, AC INPUT;0
INS-AUT-000250;PANELVIEW PLUS 6 LOGIC MODULE, DC INPUT;0
INS-AUT-000251;PANELVIEW PLUS 6 TERM. 2711, MODEL 1250;0
INS-AUT-000252;PANELVIEW PLUS 6 TERM. 2711, MODEL 1500;0
INS-AUT-000253;PANELVIEW PLUS 6 TERM. 2711, MODEL 700;0
INS-AUT-000254;RELAY ELECTRO. OUTPUT 700-HL, 110/125V;0
INS-AUT-000255;RELAY ELECTRO. OUTPUT 700-HL, 24V DC;0
INS-AUT-000256;STUDIO 5000 FULL EDITION, ENGLISH;0
INS-AUT-000257;STUDIO 5000 PROFESSIONAL EDITION ENGLISH;0
INS-AUT-000258;RSLINX GATEWAY - ENGLISH;0
INS-AUT-000259;RSLINX CLASSIC OEM - ENGLISH;0
INS-AUT-000260;FACTORYTALK ASSETCENTRE 25 ADDITIONAL;0
INS-AUT-000261;FACTORYTALK ASSETCENTRE SERVER;0
INS-AUT-000262;FACTORYTALK HISTORIAN DATALINK - 1 USER;0
INS-AUT-000263;FACTORYTALK HISTORIAN SE - 1000 POINTS;0
INS-AUT-000264;FACTORYTALK HISTORIAN SE - 2500 POINTS;0
INS-AUT-000265;FACTORYTALK HISTORIAN SE - 500 POINTS;0
INS-AUT-000266;FACTORYTALK VIEW SE STATION 100 DISPLAY;0
INS-AUT-000267;FACTORYTALK VIEW SE STATION 250 DISPLAY;0
INS-AUT-000268;FACTORYTALK VIEW SE READ ONLY CLIENT;0
INS-AUT-000269;FACTORYTALK VIEW SE CLIENT;0
INS-AUT-000270;FACTORYTALK VIEW SE SERVER W/RSLINX;0
INS-AUT-000271;FACTORYTALK VIEW SE SERVER 100 W/RSLINX;0
INS-AUT-000272;FACTORYTALK VIEW SE SERVER 250 W/RSLINX;0
INS-AUT-000273;FACTORYTALK VIEW STUDIO FOR ENTERPRISE;0
INS-AUT-000274;MODBUS MASTER/SLAVE ENHANCED NETWORK;0
INS-AUT-000275;MODBUS MASTER/SLAVE COMM. MOD. F/REMOTE;0
INS-AUT-000276;MODBUS TCP/IP CLIENT/SERVER COM.MODULE;0
INS-AUT-000277;MODBUS TCP/IP MASTER/SLAVE MOD F/REMOTE;0
INS-AUT-000278;MODBUS TCP/IP MASTER/SLAVE MOD EXTREME;0
INS-AUT-000279;MODBUS MASTER/SLAVE COMMUNICATION MODULE;0
INS-AUT-000280;ETHERNET IP TO MODBUS SÉRIAL GWAY,2PORTS;0
INS-AUT-000281;ETHERNET IP TO SERIAL MODBUS GWAY,4PORTS;0
INS-AUT-000282;ETHERNET IP TO TCP MODBUS GATEWAY;0
INS-AUT-000283;FAN CAPACITOR KIT, 7UF, PF700H/S, F10/12;0
INS-AUT-000284;POWERFLEX753 400VAC 260A 132KWND 110KWHD;0
INS-AUT-000285;POWERFLEX 753 480VAC 125A 100KWND 75KWHD;0
INS-AUT-000286;POWERFLEX 700 400/480VAC COTEDGATE DRV;0
INS-AUT-000287;"PANELVIEW PLUS DISPLAY KEYPAD/TOUCH, 12""";0
INS-AUT-000288;CONTROLLOGIX CONTROLNET REDUNDANT BRIDGE;0
INS-AUT-000289;POWERFLEX 753_400VAC 30A 15KWND 11KWHD;0
INS-AUT-000290;POWERFLEX755_400VAC 3.5A 1.5KWND 0.75KW;0
INS-AUT-000291;MODULE INPUT 10-30V DC 16 PTS (36 PIN);0
INS-AUT-000292;DEVICENET BRIDGE/SCANNER MODULE;0
INS-AUT-000293;BATTERY ASY,LOGIX CONTROL,3VDC,1200MAH;0
INS-AUT-000294;BATTERY ASY,LOGIX CONTROL,3VDC,1200MAH;0
INS-AUT-000295;COM CARD ETHERNET 20-COMM-E;0
INS-AUT-000296;CONTROLNET CARD 20-COMM-C;0
INS-AUT-000297;PRESSOSTAT ALLEN BRADLEY MODEL 836-C7E;0
INS-AUT-000298;ETHERNET WIRE 8 CONDUCTORS, 40 M, ROB;2132,82
INS-AUT-000299;ETHERNET WIRE 8 CONDUCTORS, 40 M, PVC;5493,6
INS-AUT-000300;ETHERNET WIRE 8 CONDUCTORS, 30 M, PVC;4410
INS-AUT-000301;ETHERNET WIRE 8 CONDUCTORS, 20 M, ROB;1159,92
INS-AUT-000302;CABLE PRE-WIRED 1746-NI8;0
INS-AUT-000303;CABLE PRE-WIRED 1746-NO4I & -NO4V;0
INS-AUT-000304;CABLE ETHERNET 8 COND 20M ROB FLEX RATED;0
INS-AUT-000305;CABLE ETHERNET 8 CONDUCTORS, 20 M, PVC;860,25
INS-AUT-000306;I/O READY DIGITAL CABLE;0
INS-AUT-000307;ETHERNET WIRE 4 CONDUCTORS, 15 M, ROB;0
INS-AUT-000308;FUSE HOLDER,MODULES (X20);0
INS-AUT-000309;SRATIX 5400 OUI 4 GE Non 8 GE 0_R;0
INS-AUT-000310;STRATIX 5400 OUI 4 GE Non 8 GE 0_N;0
INS-AUT-000311;FLEX I/O OUTPUT MOD.24VDC,16 OUT PROTECT;0
INS-AUT-000312;FLEX I/O INPUT MOD.2-CH HIGH RESOL.FREQ;0
INS-AUT-000313;FLEX I/O INPUT MOD. 2-CH HIGH RESOL.FREQ;0
INS-AUT-000314;CONTROLLOGIX LOGIX5561 PROCESSOR 2MB;0
INS-AUT-000315;ETHERNET/IP 10-100MBPS BASE T (1 PORTS);0
INS-AUT-000316;CONTROLLOGIX ISOL.INPUT 10-30 VDC 16 PTS;0
INS-AUT-000317;FLEX I/O CONTROLNET REDUNDANT ADPTR MOD.;0
INS-AUT-000318;ANALOG IFM FEED-THROUGH 8 CHANNELS;0
INS-AUT-000319;CABLE PRE-WIRED F/1756-IRT8I, 2,5 M;0
INS-FNG-000001;GAZ CYLINDER,CALIBRATION,60L,4 GAS;0
INS-FNG-000002;CALIBRATION CUP FOR DETECTORS;0
INS-FNG-000003;FLAME DETECTOR TLU600;0
INS-FNG-000004;SOUND AND LIGHT ALARM,CU1,ATEX;0
INS-FNG-000005;GAS CYLINDER,CALIBRATION,112L,CH4;0
INS-FNG-000006;BASE,ORBIS SMOKE DETECTOR;0
INS-FNG-000007;SMOKE DETECTOR ORBIS;0
INS-FNG-000008;PIPE MOUNTING PLATE,GAS DETECTOR GD10P;0
INS-FNG-000009;GAS CYLINDER,CALIBRATION,112L,H2S,25 PPM;0
INS-FNG-000010;GAS CYLINDER,CALIBRATION,112L,CO,250 PPM;0
INS-FNG-000011;GAS CYLINDER,CALIBRATION,112L,O2,17%;0
INS-FNG-000012;GAS DETECTOR GD10P,WITH DISPLAY;0
INS-FNG-000013;HART PROTOCOL,FLAME DETECTOR DF-TV7;0
INS-FNG-000014;FLOW REGULATOR,CALIBRATION;0
INS-FNG-000015;REMOTE,SMOKE DETECTOR ORBIS;0
INS-FNG-000016;GAS CYLINDER,CALIBRATION,112L,4 GAS;0
INS-FNG-000017;ON-DEMAND FLOW REGULATOR,CALIBRATION;0
INS-FNG-000018;SENSOR BLOCK,GAS DETECTOR CTX300;0
INS-FNG-000019;SIREN ALARM,NEXUS 105,NON ATEX;0
INS-FNG-000020;WEATHER PROTECTION,FLAME DETECTOR DF-TV7;0
INS-FNG-000021;SUN SHADE,GAS DETECTOR GD10P;0
INS-FNG-000022;SIREN ALARM,SD150,ATEX;0
INS-FNG-000023;MOSQUITO NET,GAS DETECTOR GD10P;0
INS-FNG-000024;GAS CYLINDER,CALIBRATION,112L,H2S,25 PPM;0
INS-FNG-000025;TEST LAMP,LT15,FLAME DETECTOR;0
INS-FNG-000026;PUSH BUTTON,PB,ATEX,2 CONTACTS;0
INS-FNG-000027;FLASH LIGHT SIGNAL,BLUE,BC150,15J,ATEX;0
INS-FNG-000028;SWIVEL,FLAME DETECTOR;0
INS-FNG-000029;FLASH LIGHT SIGNAL,RED,BC150,15J,ATEX;0
INS-FNG-000030;FLASH LIGHT SIGNAL,RED,BC150,10J,ATEX;0
INS-FNG-000031;SUNSHADE,VERTICAL,GAS DETECTOR GD10P;0
INS-FNG-000032;GAS DETECTOR GD10P,WITHOUT DISPLAY;0
INS-FNG-000033;CABLE GLAND,M2,SS,ARMOURED CABLE;0
INS-FNG-000034;CABLE GLAND,M20,BRASS,ARMOURED CABLE;0
INS-FNG-000035;OPEN PATH ,QUASAR 901;0
INS-FNG-000036;OPEN PATH ,QUASAR 902;0
INS-FNG-000037;OPEN PATH ,QUASAR 903;0
INS-FNG-000038;OPEN PATH ,QUASAR 904;0
INS-FNG-000039;COMMISSIONING KIT,QUASAR;0
INS-FNG-000040;OPEN PATH GD1,H2S,200 PPM*M;0
INS-FNG-000041;OPEN PATH GD1,H2S,500 PPM*M;0
INS-FNG-000042;OPEN PATH GD1,H2S,1000 PPM*M;0
INS-FNG-000043;OPEN PATH GD1,H2S,2000 PPM*M;0
INS-FNG-000044;OPEN PATH GD1,H2S,5000 PPM*M;0
INS-FNG-000045;SINGLE GAS DETECTOR H2S ZM;0
INS-FNG-000046;GAS DETECTOR DG7,WITH DISPLAY H2S;0
INS-IND-000001;SENSOR,TEMP,PT100,DIA 6MM,100MM;0
INS-IND-000002;SENSOR,TEMP,PT100,DIA 6MM,150MM;0
INS-IND-000003;SENSOR,TEMP,PT100,DIA 6MM,200MM;0
INS-IND-000004;SENSOR,TEMP,PT100,DIA 6MM,250MM;0
INS-IND-000005;SENSOR,TEMP,PT100,DIA 6MM,300MM;0
INS-IND-000006;SENSOR,TEMP,PT100,DIA 6MM,350MM;0
INS-IND-000007;"THERMOWELL,6MM,3/4"" MNPT,50MM";0
INS-IND-000008;"THERMOWELL,6MM,3/4"" MNPT,100MM";0
INS-IND-000009;"THERMOWELL,6MM,3/4"" MNPT,150MM";0
INS-IND-000010;"THERMOWELL,6MM,3/4"" MNPT,200MM";0
INS-IND-000011;"THERMOWELL,6MM,3/4"" MNPT,250MM";0
INS-IND-000012;"THERMOWELL,6MM,3/4"" MNPT,300MM";0
INS-IND-000013;"THERMOWELL,6MM,1/2"" MNPT,50MM";0
INS-IND-000014;"THERMOWELL,6MM,1/2"" MNPT,100MM";0
INS-IND-000015;"THERMOWELL,6MM,1/2"" MNPT,150MM";0
INS-IND-000016;"THERMOWELL,6MM,1/2"" MNPT,200MM";0
INS-IND-000017;"THERMOWELL,6MM,1/2"" MNPT,250MM";0
INS-IND-000018;"THERMOWELL,6MM,1/2"" MNPT,300MM";0
INS-IND-000019;"THERMOWELL,6MM,1"",150#,50MM";0
INS-IND-000020;"THERMOWELL,6MM,1"",150#,100MM";0
INS-IND-000021;"THERMOWELL,6MM,1"",150#,150MM";0
INS-IND-000022;"THERMOWELL,6MM,1"",150#,200MM";0
INS-IND-000023;"THERMOWELL,6MM,1"",150#,250MM";0
INS-IND-000024;"THERMOWELL,6MM,1"",150#,300MM";0
INS-IND-000025;"THERMOWELL,6MM,1"",300#,50MM";0
INS-IND-000026;"THERMOWELL,6MM,1"",300#,100MM";0
INS-IND-000027;"THERMOWELL,6MM,1"",300#,150MM";0
INS-IND-000028;"THERMOWELL,6MM,1"",300#,200MM";0
INS-IND-000029;"THERMOWELL,6MM,1"",300#,250MM";0
INS-IND-000030;"THERMOWELL,6MM,1"",300#,300MM";0
INS-IND-000031;"THERMOWELL,6MM,1"",600#,50MM";0
INS-IND-000032;"THERMOWELL,6MM,1"",600#,100MM";0
INS-IND-000033;"THERMOWELL,6MM,1"",600#,150MM";0
INS-IND-000034;"THERMOWELL,6MM,1"",600#,200MM";0
INS-IND-000035;"THERMOWELL,6MM,1"",600#,250MM";0
INS-IND-000036;"THERMOWELL,6MM,1"",600#,300MM";0
INS-IND-000037;"GAUGE,0-10 BAR,63 MM,1/4""OD,REAR FLG,SS";0
INS-IND-000038;"GAUGE,0-2.5 BAR,63 MM,1/4""OD,REAR FLG,SS";0
INS-IND-000039;"GAUGE,0-25 BAR,63 MM,1/4""OD,REAR FLG,SS";0
INS-IND-000040;"GAUGE,0-10K PSI,63 MM,1/4""OD,SS";0
INS-TRA-000001;TRANS,DP,0-50 MBAR;0
INS-TRA-000002;TRANS,DP,0-1 BAR;0
INS-TRA-000003;TRANS,DP,0-10 BAR;0
INS-TRA-000004;TRANS,ABSOLUTE PRESSURE,0-2 BAR;0
INS-TRA-000005;TRANS,ABSOLUTE PRESSURE,0-10 BAR;0
INS-TRA-000006;TRANS,ABSOLUTE PRESSURE,0-100 BAR;2964,17
INS-TRA-000007;TRANS,ABSOLUTE PRESSURE,0-500 BAR;4681,24
INS-TRA-000008;TRANS,DP,MULITVARIABLE,0-2 BAR;0
INS-TRA-000009;"TRANS,LEVEL,CAPILLARY,1X2M,2"",150#";0
INS-TRA-000010;"TRANS,LEVEL,CAPILLARY,1X2M,2"",300#";0
INS-TRA-000011;"TRANS,LEVEL,CAPILLARY,1X2M,2"",600#";0
INS-TRA-000012;"TRANS,LEVEL,CAPILLARY,1X2M,2"",600#,RTJ";0
INS-TRA-000013;"TRANS,LEVEL,CAPILLARY,1X2M,2"",900#,RTJ";0
INS-TRA-000014;"TRANS,LEVEL,CAPILLARY,1X2M,3"",150#";0
INS-TRA-000015;"TRANS,LEVEL,CAPILLARY,1X2M,3"",300#";0
INS-TRA-000016;"TRANS,LEVEL,CAPILLARY,1X2M,3"",600#";0
INS-TRA-000017;"TRANS,LEVEL,CAPILLARY,1X2M,4"",150#";0
INS-TRA-000018;"TRANS,LEVEL,CAPILLARY,1X2M,4"",300#";0
INS-TRA-000019;"TRANS,LEVEL,CAPILLARY,1X5M,2"",150#";0
INS-TRA-000020;"TRANS,LEVEL,CAPILLARY,1X5M,2"",300#";0
INS-TRA-000021;"TRANS,LEVEL,CAPILLARY,1X5M,2"",600#";0
INS-TRA-000022;"TRANS,LEVEL,CAPILLARY,1X5M,2"",600RTJ";0
INS-TRA-000023;"TRANS,LEVEL,CAPILLARY,1X5M,2"",900RTJ";0
INS-TRA-000024;"TRANS,LEVEL,CAPILLARY,1X5M,3"",150#";0
INS-TRA-000025;"TRANS,LEVEL,CAPILLARY,1X5M,3"",300#";0
INS-TRA-000026;"TRANS,LEVEL,CAPILLARY,1X5M,3"",600#";0
INS-TRA-000027;"TRANS,LEVEL,CAPILLARY,1X5M,4"",150#";0
INS-TRA-000028;"TRANS,LEVEL,CAPILLARY,1X5M,4"",300#";0
INS-TRA-000029;"TRANS,DP,CAPILLARY,2X5M,2"",150#";0
INS-TRA-000030;"TRANS,DP,CAPILLARY,2X5M,2"",300#";0
INS-TRA-000031;"TRANS,DP,CAPILLARY,2X5M,2"",600#";0
INS-TRA-000032;"TRANS,DP,CAPILLARY,2X5M,2"",600#,RTJ";0
INS-TRA-000033;"TRANS,DP,CAPILLARY,2X5M,2"",900#,RTJ";0
INS-TRA-000034;"TRANS,DP,CAPILLARY,2X5M,3"",150#";0
INS-TRA-000035;"TRANS,DP,CAPILLARY,2X5M,3"",300#";0
INS-TRA-000036;"TRANS,DP,CAPILLARY,2X5M,3"",600#";0
INS-TRA-000037;"TRANS,DP,CAPILLARY,2X5M,4"",150#";0
INS-TRA-000038;"TRANS,DP,CAPILLARY,2X5M,4"",300#";0
INS-TRA-000039;MANIFOLD,3-WAYS,ABSOLUTE PRESS TRANS;3845
INS-TRA-000040;MANIFOLD,5-WAYS,DP TRANS;0
INS-TRA-000041;"TRANS,TEMP,PT100,3/4"" MNPT,50MM,COMPLETE";0
INS-TRA-000042;"TRANS,TEMP,PT100,3/4"" MNPT,100MM,COMPLET";0
INS-TRA-000043;"TRANS,TEMP,PT100,3/4"" MNPT,150MM,COMPLET";0
INS-TRA-000044;"TRANS,TEMP,PT100,3/4"" MNPT,200MM,COMPLET";0
INS-TRA-000045;"TRANS,TEMP,PT100,3/4"" MNPT,250MM,COMPLET";0
INS-TRA-000046;"TRANS,TEMP,PT100,3/4"" MNPT,300MM,COMPLET";0
INS-TRA-000047;"TRANS,TEMP,PT100,1/2"" MNPT,50MM,COMPLETE";0
INS-TRA-000048;"TRANS,TEMP,PT100,1/2"" MNPT,100MM,COMPLET";0
INS-TRA-000049;"TRANS,TEMP,PT100,1/2"" MNPT,150MM,COMPLET";0
INS-TRA-000050;"TRANS,TEMP,PT100,1/2"" MNPT,200MM,COMPLET";0
INS-TRA-000051;"TRANS,TEMP,PT100,1/2"" MNPT,250MM,COMPLET";0
INS-TRA-000052;"TRANS,TEMP,PT100,1/2"" MNPT,300MM,COMPLET";0
INS-TRA-000053;"TRANS,TEMP,PT100,1"",150#,50MM,COMPLETE";0
INS-TRA-000054;"TRANS,TEMP,PT100,1"",150#,100MM,COMPLETE";0
INS-TRA-000055;"TRANS,TEMP,PT100,1"",150#,150MM,COMPLETE";0
INS-TRA-000056;"TRANS,TEMP,PT100,1"",150#,200MM,COMPLETE";0
INS-TRA-000057;"TRANS,TEMP,PT100,1"",150#,250MM,COMPLETE";0
INS-TRA-000058;"TRANS,TEMP,PT100,1"",150#,300MM,COMPLETE";0
INS-TRA-000059;"TRANS,TEMP,PT100,1"",300#,50MM,COMPLETE";0
INS-TRA-000060;"TRANS,TEMP,PT100,1"",300#,100MM,COMPLETE";0
INS-TRA-000061;"TRANS,TEMP,PT100,1"",300#,150MM,COMPLETE";0
INS-TRA-000062;"TRANS,TEMP,PT100,1"",300#,200MM,COMPLETE";0
INS-TRA-000063;"TRANS,TEMP,PT100,1"",300#,250MM,COMPLETE";0
INS-TRA-000064;"TRANS,TEMP,PT100,1"",300#,300MM,COMPLETE";0
INS-TRA-000065;"TRANS,TEMP,PT100,1"",600#,50MM,COMPLETE";0
INS-TRA-000066;"TRANS,TEMP,PT100,1"",600#,100MM,COMPLETE";0
INS-TRA-000067;"TRANS,TEMP,PT100,1"",600#,150MM,COMPLETE";0
INS-TRA-000068;"TRANS,TEMP,PT100,1"",600#,200MM,COMPLETE";0
INS-TRA-000069;"TRANS,TEMP,PT100,1"",600#,250MM,COMPLETE";0
INS-TRA-000070;"TRANS,TEMP,PT100,1"",600#,300MM,COMPLETE";0
INS-TRA-000071;MANIFOLD,DBB,3-WAYS,ABSOLUTE PRESS TRANS;0
INS-TRA-000072;VALVE,NEEDLE,W/ EXT FOR FLUSH RING;0
INS-TRA-000073;"TRANS,TEMP,PT100,2"",150#,RF,160MM,COMPLT";0
INS-TRA-000074;"TRANS,TEMP,PT100,2"",150#,RF,185MM,COMPLT";0
INS-TRA-000075;"TRANS,TEMP,PT100,2"",150#,RF,210MM,COMPLT";0
INS-TRA-000076;"TRANS,TEMP,PT100,2"",150#,RF,235MM,COMPLT";0
INS-TRA-000077;"TRANS,TEMP,PT100,2"",150#,RF,260MM,COMPLT";0
INS-TRA-000078;"TRANS,TEMP,PT100,2"",150#,RF,280MM,COMPLT";0
INS-TRA-000079;"TRANS,TEMP,PT100,2"",150#,RF,300MM,COMPLT";0
INS-TRA-000080;"TRANS,TEMP,PT100,2"",150#,RF,330MM,COMPLT";0
INS-TRA-000081;"TRANS,TEMP,PT100,2"",150#,RF,355MM,COMPLT";0
INS-TRA-000082;"TRANS,TEMP,PT100,2"",150#,RF,500MM,COMPLT";0
INS-TRA-000083;"TRANS,TEMP,PT100,2"",300#,RF,160MM,COMPLT";0
INS-TRA-000084;"TRANS,TEMP,PT100,2"",300#,RF,185MM,COMPLT";0
INS-TRA-000085;"TRANS,TEMP,PT100,2"",300#,RF,210MM,COMPLT";0
INS-TRA-000086;"TRANS,TEMP,PT100,2"",300#,RF,235MM,COMPLT";0
INS-TRA-000087;"TRANS,TEMP,PT100,2"",300#,RF,260MM,COMPLT";0
INS-TRA-000088;"TRANS,TEMP,PT100,2"",300#,RF,280MM,COMPLT";0
INS-TRA-000089;"TRANS,TEMP,PT100,2"",300#,RF,300MM,COMPLT";0
INS-TRA-000090;"TRANS,TEMP,PT100,2"",300#,RF,330MM,COMPLT";0
INS-TRA-000091;"TRANS,TEMP,PT100,2"",300#,RF,355MM,COMPLT";0
INS-TRA-000092;"TRANS,TEMP,PT100,2"",300#,RF,500MM,COMPLT";0
INS-TRA-000093;"TRANS,TEMP,PT100,2"",600#,RF,160MM,COMPLT";0
INS-TRA-000094;"TRANS,TEMP,PT100,2"",600#,RF,185MM,COMPLT";0
INS-TRA-000095;"TRANS,TEMP,PT100,2"",600#,RF,210MM,COMPLT";0
INS-TRA-000096;"TRANS,TEMP,PT100,2"",600#,RF,235MM,COMPLT";0
INS-TRA-000097;"TRANS,TEMP,PT100,2"",600#,RF,260MM,COMPLT";0
INS-TRA-000098;"TRANS,TEMP,PT100,2"",600#,RF,280MM,COMPLT";0
INS-TRA-000099;"TRANS,TEMP,PT100,2"",600#,RF,300MM,COMPLT";0
INS-TRA-000100;"TRANS,TEMP,PT100,2"",600#,RF,330MM,COMPLT";0
INS-TRA-000101;"TRANS,TEMP,PT100,2"",600#,RF,355MM,COMPLT";0
INS-TRA-000102;"TRANS,TEMP,PT100,2"",600#,RF,500MM,COMPLT";0
INS-TRA-000103;"TRANS,TEMP,PT100,2"",900#,RTJ,160MM,COMPL";0
INS-TRA-000104;"TRANS,TEMP,PT100,2"",900#,RTJ,185MM,COMPL";0
INS-TRA-000105;"TRANS,TEMP,PT100,2"",900#,RTJ,210MM,COMPL";0
INS-TRA-000106;"TRANS,TEMP,PT100,2"",900#,RTJ,235MM,COMPL";0
INS-TRA-000107;"TRANS,TEMP,PT100,2"",900#,RTJ,260MM,COMPL";0
INS-TRA-000108;"TRANS,TEMP,PT100,2"",900#,RTJ,280MM,COMPL";0
INS-TRA-000109;"TRANS,TEMP,PT100,2"",900#,RTJ,300MM,COMPL";0
INS-TRA-000110;"TRANS,TEMP,PT100,2"",900#,RTJ,330MM,COMPL";0
INS-TRA-000111;"TRANS,TEMP,PT100,2"",900#,RTJ,355MM,COMPL";0
INS-TRA-000112;"TRANS,TEMP,PT100,2"",900#,RTJ,500MM,COMPL";0
INS-TRA-000113;"FLUSHING RING,2"",150#";0
INS-TRA-000114;"FLUSHING RING,2"",300#";0
INS-TRA-000115;"FLUSHING RING,2"",600#";0
INS-TRA-000116;"FLUSHING RING, 2"",600#,RTJ";0
INS-TRA-000117;"FLUSHING RING,2"",900#,RTJ";0
INS-TRA-000118;"FLUSHING RING,3"",150#";0
INS-TRA-000119;"FLUSHING RING,3"",300#";0
INS-TRA-000120;"FLUSHING RING,3"",600#";0
INS-TRA-000121;"FLUSHING RING,4"",150#";0
INS-TRA-000122;"FLUSHING RING,4"",300#";0
TOO-GEN-000003;SWAK® ANAEROBIC THREAD SEALANT,50 CM3;0
TOO-GEN-000004;LUBRICANT FOR SWAGING TOOL;0
TOO-PIP-000001;ID GUIDE FOR THREADS & FITTINGS;0
TOO-PIP-000002;"DIE SET,3/8"" THERMOPLASTIC HOSE";0
TOO-PIP-000003;THERMOPLASTIC HOSE HAND SWAGER;0
TOO-PIP-000004;THERMOPLASTIC HOSE HAND SWAGER CASE KIT;0
TOO-PIP-000005;"HAND TUBE BENDER,1/4""OD,3/4"" RADIUS";0
TOO-PIP-000006;"HAND TUBE BENDER,1/4""OD,9/16"" RADIUS";0
TOO-PIP-000007;"HAND TUBE BENDER,3/8""OD,15/16"" RADIUS";0
TOO-PIP-000008;"HAND TUBE BENDER,1/2""OD,1 1/2"" RADIUS";0
TOO-PIP-000009;"PUSHER FOR 3/8"" HOSE";0
TOO-PIP-000010;"RATCHET WRENCH,1/4"" TUBE";0
TOO-PIP-000011;"RATCHET WRENCH,3/8"" TUBE";0
TOO-PIP-000012;"RATCHET WRENCH,1/2"" TUBE";0
TOO-PIP-000013;SNOOP® LIQUID LEAK DETECTOR,236 ML;0
TOO-PIP-000014;"PRE-SWAGING TOOL,1/4""OD";0
TOO-PIP-000015;"PRE-SWAGING TOOL,3/8""OD";0
TOO-PIP-000016;"PRE-SWAGING TOOL,1/2""OD";0
TOO-PIP-000017;"TUBE CUTTER,3/16"" TO 1""OD";0
TOO-PIP-000018;TUBE CUTTER REPLACEMENT CUTTING WHEEL;189,41
TOO-PIP-000019;"TUBE DEBURRING TOOL,3/16"" TO 1 1/2""OD";0
TOO-PIP-000020;CARBON STEEL THREAD ID KIT PITCH GAUGES;0
TOO-PIP-000021;"VISE BLOCK,1/4,3/8 & 1/2"" HP HOSE";0
TOO-WLD-000001;FRACTIONAL TWIN SUPPORT WELD PLATE,36MM;0
TOO-WLD-000002;FRACTIONAL WELD PLATE,36MM;0
TOO-WLD-000003;ELONGATED FRACTIONAL WELD PLATE,64MM;0
TOO-WLD-000004;FRACTIONAL TWIN SUPPORT WELD PLATE,70MM;0
TOO-WLD-000005;FRACTIONAL WELD PLATE,50MM;0
TOO-WLD-000006;ELONGATED FRACTIONAL WELD PLATE,78MM;0
VLV-CON-000001;BLUE SPRING KIT,R3A SERIE,50-350 PSIG;0
VLV-CON-000002;YELLOW SPRING KIT,R3A SERIE,350-750 PSIG;0
VLV-CON-000003;PURPLE SPRING KIT,R3A SERIE,750-1500PSIG;0
VLV-CON-000004;ORANG SPRING KIT,R3A SERIE,1500-2250PSIG;0
VLV-CON-000005;WHITE SPRING KIT,R3A SERIE,3000-4000PSIG;0
